PdfFileName,FileSize,SentenceNums,Status,OpenFileTS, StartCheckTS, EndCheckTS, CheckTime(ms), TotalTime(ms), 
BeaconBlocks Augmenting Proof-of-Stake with.pdf,342.108 KB,497,Pass,1594460995713.2332,1594460995722.2195,1594460996308.2524,586.0328674316406,595.0191020965576
Bitcoin Blockchain Transactions Visualization.pdf,864.735 KB,390,Pass,1594460996394.6475,1594460996409.6912,1594460996878.6582,468.9671993255615,484.0109348297119
Bitcoin Mining with Transaction Fees A Game on the Block Size.pdf,7.467 MB,778,Pass,1594460996938.6577,1594460997031.69,1594460997745.659,713.9689922332764,807.0011138916016
Bitcoin Options Pricing Using LSTM-Based Prediction Model and Blockchain Statistics.pdf,1.662 MB,51,Pass,1594460997821.4326,1594460997845.4626,1594460998396.4346,550.9719848632812,575.0019550323486
BlendMAS- A Blockchain-Enabled Decentralized Microservices Architecture for Smart Public Safety.pdf,719.011 KB,527,Pass,1594460998440.6897,1594460998454.7173,1594460998616.6865,161.96918487548828,175.9967803955078
Blockchain Access Privacy- Challenges and Directions.pdf,2.202 MB,279,Pass,1594460998634.6802,1594460998664.6816,1594460998942.6833,278.0017852783203,308.00318717956543
Blockchain and the Internet of Things in the Industrial Sector.pdf,294.546 KB,76,Pass,1594460998966.6821,1594460998973.713,1594460999031.6794,57.96647071838379,64.99719619750977
Blockchain Art and Blockchain Facilitated Art Economy- Two Ways in Which Art and Blockchain Collide.pdf,805.106 KB,42,Pass,1594460999049.72,1594460999063.7178,1594460999166.6829,102.96511650085449,116.96290969848633
Blockchain Based Aadhaar.pdf,265.590 KB,273,Pass,1594460999215.2952,1594460999222.3027,1594460999429.3367,207.03411102294922,214.04170989990234
Blockchain Dividing Based on Node Community Clustering in Intelligent Manufacturing CPS.pdf,256.570 KB,406,Pass,1594460999469.3062,1594460999475.3308,1594461000258.3328,783.0018997192383,789.0264987945557
Blockchain Enabled Distributed Data Management - A Vision.pdf,199.252 KB,233,Pass,1594461000323.5728,1594461000328.5073,1594461000435.506,106.99868202209473,111.93323135375977
Blockchain Explorer based on RPC-based Monitoring System.pdf,74.845 KB,182,Pass,1594461000471.4956,1594461000475.487,1594461000529.5247,54.03757095336914,58.0289363861084
Blockchain Games A Survey.pdf,1.413 MB,442,Pass,1594461000552.5793,1594461000571.4854,1594461000718.5159,147.03059196472168,165.93647003173828
Blockchain Implementation Assessment Framework| Case Study of IoT LPWA Licensing in Indonesia.pdf,402.742 KB,208,Pass,1594461000767.0132,1594461000775.0125,1594461000933.0066,157.99403190612793,165.99345207214355
Blockchain Implementation for Analysis of Carbon Footprint across Food Supply Chain.pdf,901.162 KB,415,Pass,1594461000960.0151,1594461000972.984,1594461001774.0159,801.0320663452148,814.0008449554443
Blockchain IoT (BIoT)- A New Direction for Solving Internet of Things Security and Trust Issues.pdf,954.950 KB,142,Pass,1594461001857.6548,1594461001870.6853,1594461001963.6848,92.99945831298828,106.02998733520508
Blockchain Platform for Internet of Things.pdf,1.102 MB,312,Pass,1594461001993.7659,1594461002009.6892,1594461002176.6853,166.99624061584473,182.91950225830078
Blockchain Privacy Protection Scheme Based on Aggregate Signature.pdf,2.987 MB,170,Pass,1594461002232.4248,1594461002268.4573,1594461002613.4512,344.99406814575195,381.0265064239502
Blockchain Technologies- The Foreseeable Impact on Society and Industry.pdf,3.106 MB,463,Pass,1594461002666.8247,1594461002703.8333,1594461003499.802,795.968770980835,832.977294921875
Blockchain Technology Applied in Health The Study of Blockchain Application in the Health System (II).pdf,294.889 KB,90,Pass,1594461003525.8433,1594461003532.089,1594461003634.0876,101.99856758117676,108.24418067932129
Blockchain Technology for e-Marketplace.pdf,117.774 KB,164,Pass,1594461003704.0427,1594461003708.0352,1594461003755.0352,46.99993133544922,50.992488861083984
Blockchain Technology Practical P2P Computing (Tutorial).pdf,48.872 KB,95,Pass,1594461003822.7114,1594461003825.4675,1594461003877.4875,52.02007293701172,54.77619171142578
Blockchain-Based Charging Coordination Mechanism for Smart Grid Energy Storage Units.pdf,555.342 KB,427,Pass,1594461003913.494,1594461003922.6404,1594461004147.7148,225.07452964782715,234.2209815979004
Blockchain-based e-Vote-as-a-Service.pdf,151.111 KB,238,Pass,1594461004202.8289,1594461004206.837,1594461004327.8381,121.0012435913086,125.00929832458496
Blockchain-Based Intelligent Network Management for 5G and Beyond.pdf,152.874 KB,211,Pass,1594461004407.7986,1594461004411.83,1594461004611.8289,199.9986171722412,204.03027534484863
Blockchain-Based Management of Video Surveillance Systems.pdf,159.504 KB,137,Pass,1594461004664.893,1594461004668.7979,1594461004725.7964,56.99872970581055,60.903310775756836
Blockchain-Based Privacy-Preserving.pdf,120.296 KB,204,Pass,1594461004769.7979,1594461004774.7966,1594461004936.7966,161.99994087219238,166.99886322021484
Blockchain-Based Real Estate Market- One Method for Applying Blockchain Technology in Commercial Real Estate Market.pdf,551.112 KB,365,Pass,1594461004956.993,1594461004966.0276,1594461005390.0227,423.9952564239502,433.0298900604248
Blockchain-based secure distributed control for software defined optical networking.pdf,993.632 KB,433,Pass,1594461005431.4639,1594461005444.501,1594461006182.507,738.0061149597168,751.0430812835693
Blockchain-inspired Framework for Runtime Verification of IoT Ecosystem Task Fulfillment.pdf,456.062 KB,363,Pass,1594461006241.49,1594461006249.5032,1594461006591.473,341.96972846984863,349.98297691345215
Blockchain’s Future Role in Cybersecurity.Analysis of Defensive and Offensive Potential Leveraging Blockchain-Based Platforms.pdf,342.834 KB,22,Pass,1594461006607.4758,1594461006614.507,1594461006897.4717,282.96470642089844,289.9959087371826
BlockIPFS - Blockchain-Enabled Interplanetary File System for Forensic and Trusted Data Traceability.pdf,805.731 KB,388,Pass,1594461006934.473,1594461006945.5051,1594461007200.473,254.96768951416016,266.00003242492676
BlockSIM- A practical simulation tool for optimal network design| stability and planning.pdf,157.304 KB,251,Pass,1594461007255.4731,1594461007260.474,1594461007417.4734,156.9991111755371,162.00017929077148
BlockSim- Blockchain Simulator.pdf,623.424 KB,547,Pass,1594461007439.4783,1594461007449.4727,1594461007611.4727,161.99994087219238,171.99444770812988
BlockV- A Blockchain Enabled Peer-Peer Ride Sharing Service.pdf,4.791 MB,508,Pass,1594461007675.1858,1594461007736.1511,1594461008094.1797,358.0284118652344,418.9939498901367
BlockZoom- Large-Scale Blockchain Testbed.pdf,78.799 KB,136,Pass,1594461008120.1519,1594461008124.1802,1594461008187.1802,63.00020217895508,67.02852249145508
BoR- Toward High-Performance Permissioned Blockchain in RDMA-Enabled Network.pdf,2.348 MB,1071,Pass,1594461008242.3428,1594461008275.3433,1594461013465.9055,5190.5622482299805,5223.562717437744
Cascading Machine Learning to Attack Bitcoin Anonymity.pdf,311.496 KB,566,Pass,1594461013493.9045,1594461013499.9353,1594461014205.9368,706.0012817382812,712.0320796966553
ChainSplitter- Towards Blockchain-Based Industrial IoT Architecture for Supporting Hierarchical Storage.pdf,476.960 KB,711,Pass,1594461014258.3545,1594461014267.3123,1594461014484.3135,217.00119972229004,225.95906257629395
Contract-based Approach for Security Deposit in Blockchain Networks with Shards.pdf,310.859 KB,401,Pass,1594461014516.3452,1594461014522.3372,1594461014819.342,297.00493812561035,302.9968738555908
Converging Blockchain and Machine Learning for Healthcare.pdf,80.107 KB,169,Pass,1594461014898.1921,1594461014903.1953,1594461015001.1626,97.96714782714844,102.97036170959473
Cybersecurity in the Blockchain Era.pdf,1.419 MB,278,Pass,1594461015034.1604,1594461015054.1594,1594461015552.161,498.0015754699707,518.000602722168
DaiMoN A Decentralized Artificial Intelligence Model Network.pdf,357.964 KB,524,Pass,1594461015575.1904,1594461015583.161,1594461020307.2634,4724.10249710083,4732.072830200195
Data Mining-based Ethereum Fraud Detection.pdf,299.974 KB,524,Pass,1594461020384.217,1594461020389.2405,1594461020579.24,189.99958038330078,195.0230598449707
Decentralized and Collaborative AI on Blockchain.pdf,244.562 KB,508,Pass,1594461020598.239,1594461020603.2139,1594461020882.2134,278.99956703186035,283.97440910339355
Demo Abstract An Interoperable Avatar Framework.pdf,607.674 KB,95,Pass,1594461020953.704,1594461020962.7366,1594461021012.7576,50.02093315124512,59.05342102050781
Demo Blockchain for the Simplification and Automation of KYC Result Sharing.pdf,57.851 KB,140,Pass,1594461021043.1135,1594461021045.6033,1594461021091.6106,46.007394790649414,48.49720001220703
Design of Anomaly Detection and Visualization Tool for IoT Blockchain.pdf,219.338 KB,80,Pass,1594461021112.6292,1594461021117.6575,1594461021233.6526,115.99516868591309,121.02341651916504
Detection of Blockchain Transactions Used in Blockchain Mixer of Coin Join Type.pdf,848.862 KB,130,Pass,1594461021261.7173,1594461021273.626,1594461021389.6245,115.99850654602051,127.90727615356445
Detection of Tampered Images Using Blockchain Technology.pdf,89.993 KB,164,Pass,1594461021473.64,1594461021476.617,1594461021592.6172,116.00041389465332,118.97730827331543
Deterministic Sub-Wallet for Cryptocurrencies.pdf,5.012 MB,338,Pass,1594461021615.624,1594461021678.6213,1594461022026.6487,348.02746772766113,411.024808883667
Develop Leave Application using Blockchain Smart Contract.pdf,215.652 KB,149,Pass,1594461022058.6182,1594461022063.6445,1594461022116.8564,53.21192741394043,58.23826789855957
Deviant A Mutation Testing Tool for Solidity Smart Contracts.pdf,550.944 KB,379,Pass,1594461022141.9255,1594461022151.8872,1594461022331.8809,179.9936294555664,189.9552345275879
Distributed Authority Management Method Based on Blockchains.pdf,184.760 KB,304,Pass,1594461022367.8528,1594461022372.851,1594461022534.851,161.99994087219238,166.99838638305664
Economic Analysis of Blockchain Technology on Digital Platform Market.pdf,769.837 KB,437,Pass,1594461022554.8828,1594461022564.853,1594461024432.0024,1867.1495914459229,1877.119779586792
Edge Computing and Caching based Blockchain IoT Network.pdf,1.556 MB,109,Pass,1594461024505.6614,1594461024525.6921,1594461024591.6917,65.99950790405273,86.03024482727051
EduCoin a Secure and Efficient Payment Solution for MOOC Environment.pdf,240.260 KB,367,Pass,1594461024674.4373,1594461024679.4094,1594461024970.4092,290.9996509552002,295.9718704223633
Effective Scheme against 51% Attack on Proof-of-Work Blockchain with History Weighted Information.pdf,112.377 KB,799,Pass,1594461025026.164,1594461025029.9612,1594461025167.99,138.0288600921631,141.82591438293457
Endorsement in Hyperledger Fabric.pdf,255.277 KB,582,Pass,1594461025238.9968,1594461025243.9958,1594461025437.9956,193.9997673034668,198.99892807006836
Energy Comparison of Blockchain Platforms for Internet of Things.pdf,114.552 KB,422,Pass,1594461025483.966,1594461025486.9653,1594461025614.9756,128.01027297973633,131.00957870483398
Enhancing Blockchain Traceability with DAG-Based Tokens.pdf,571.591 KB,440,Pass,1594461025642.9697,1594461025653.9683,1594461026107.9692,454.00094985961914,464.9994373321533
Ensuring Genuineness for Selectively Disclosed Confidential Data Using Distributed Ledgers Applications to Rail Wayside Monitoring.pdf,533.648 KB,334,Pass,1594461026125.996,1594461026135.0022,1594461026408.996,273.99396896362305,282.99999237060547
EUREKA - A Minimal Operational Prototype of a Blockchain-based Rating and Publishing System.pdf,114.679 KB,107,Pass,1594461026445.1216,1594461026448.4788,1594461026577.4866,129.00781631469727,132.36498832702637
Evaluating the Impact of Network Latency on the Safety of Blockchain Transactions.pdf,613.652 KB,480,Pass,1594461026595.485,1594461026605.5154,1594461029071.4897,2465.9743309020996,2476.0046005249023
E^2 C-Chain- A Two-Stage Incentive Education Employment and Skill Certification Blockchain.pdf,966.138 KB,536,Pass,1594461029087.5176,1594461029100.4893,1594461031528.4917,2428.00235748291,2440.974235534668
FastChain- Scaling Blockchain System with Informed Neighbor Selection.pdf,625.303 KB,505,Pass,1594461031598.6494,1594461031607.619,1594461031879.6418,272.02296257019043,280.9922695159912
Fork Rate-based Analysis of the Longest Chain Growth Time Interval of a PoW Blockchain.pdf,566.647 KB,449,Pass,1594461031942.2256,1594461031952.2234,1594461032188.225,236.00172996520996,245.99933624267578
Formal Verification of Smart Contracts using Interface Automata.pdf,246.124 KB,461,Pass,1594461032256.0056,1594461032262.2642,1594461032419.2974,157.03320503234863,163.29193115234375
From Oracles to Trustworthy Data On-chaining Systems.pdf,629.771 KB,460,Pass,1594461032473.225,1594461032483.045,1594461032658.0457,175.0009059906006,184.82065200805664
Graph-Based Computing Resource Allocation for Mobile Blockchain.pdf,115.798 KB,173,Pass,1594461032718.6665,1594461032722.6455,1594461032807.6619,85.01625061035156,88.99521827697754
Groupchain Towards a Scalable Public Blockchain in Fog Computing of IoT Services Computing.pdf,2.579 MB,873,Pass,1594461032869.3152,1594461032903.3562,1594461033251.2524,347.8960990905762,381.93726539611816
HaBiTs Blockchain-based Telesurgery Framework for Healthcare 4.0.pdf,797.449 KB,339,Pass,1594461033270.2798,1594461033281.2175,1594461033414.218,133.00037384033203,143.9380645751953
How Much Blockchain Do You Need Towards a Concept for Building Hybrid DApp Architectures.pdf,489.706 KB,244,Pass,1594461033442.23,1594461033451.23,1594461033587.2473,136.0173225402832,145.0173854827881
Hybrid Blockchain Design for Privacy Preserving Crowdsourcing Platform.pdf,231.866 KB,523,Pass,1594461033607.2188,1594461033612.2485,1594461033873.2524,261.0039710998535,266.0336494445801
IBFT Liveness Analysis.pdf,140.334 KB,337,Pass,1594461033893.261,1594461033896.2244,1594461034157.258,261.0337734222412,263.99707794189453
Initial Public Offering (IPO) on Permissioned Blockchain Using Secure Multiparty Computation.pdf,832.522 KB,487,Pass,1594461034207.1638,1594461034219.1902,1594461034424.1577,204.96749877929688,216.9938087463379
Integration of Blockchain and IoT in Satellite Monitoring Process.pdf,3.280 MB,164,Pass,1594461034448.2715,1594461034489.1848,1594461034841.1912,352.006196975708,392.91954040527344
Integration of Blockchains with Management Information Systems.pdf,2.249 MB,399,Pass,1594461034933.879,1594461034961.8933,1594461035088.8892,126.99580192565918,155.01022338867188
Integration of Fog Computing and Blockchain Technology Using the Plasma Framework.pdf,113.870 KB,271,Pass,1594461035116.8594,1594461035121.8613,1594461035450.8904,329.0290832519531,334.0308666229248
Internet of Things based Blockchain Key Management.pdf,1.502 MB,202,Pass,1594461035518.8545,1594461035542.8574,1594461035723.8557,180.9983253479004,205.0013542175293
Lockless Transaction Isolation in Hyperledger Fabric.pdf,291.021 KB,497,Pass,1594461035768.9421,1594461035775.2056,1594461035932.2048,156.9991111755371,163.26260566711426
Medusa Blockchain Powered Log Storage System.pdf,375.049 KB,203,Pass,1594461035969.3545,1594461035976.2944,1594461036263.2695,286.9749069213867,293.9150333404541
Micro-Accreditation for Matching Employer e-Hire Needs.pdf,614.423 KB,292,Pass,1594461036317.0623,1594461036327.0557,1594461036551.0461,223.99044036865234,233.98399353027344
Modeling of Blockchain Based Systems Using Queuing Theory Simulation.pdf,3.647 MB,99,Pass,1594461036579.0315,1594461036639.0215,1594461037006.0222,367.0008182525635,426.9907474517822
NEO Smart Contract for Drought-Based Insurance.pdf,160.918 KB,242,Pass,1594461037033.0222,1594461037042.0237,1594461037234.0234,191.9996738433838,201.00116729736328
New Mathematical Model to Analyze Security of Sharding-Based Blockchain Protocols.pdf,4.289 MB,561,Pass,1594461037281.775,1594461037339.605,1594461037644.577,304.97169494628906,362.80179023742676
Next Generation Blockchain Network (NGBN).pdf,550.520 KB,185,Pass,1594461037695.617,1594461037707.6091,1594461037852.5764,144.96731758117676,156.95953369140625
NutBaaS- A Blockchain-as-a-Service Platform.pdf,4.642 MB,719,Pass,1594461037910.605,1594461037964.605,1594461038237.59,272.98498153686523,326.98512077331543
oDAG- An Efficient and Compacted DAG-Based Blockchain Protocol.pdf,1.738 MB,233,Pass,1594461038285.577,1594461038311.5745,1594461038511.574,199.99957084655762,225.9972095489502
On Comparing Software Quality Metrics of Traditional vs Blockchain-Oriented Software An Empirical Study.pdf,867.746 KB,388,Pass,1594461038533.5742,1594461038545.5742,1594461038668.576,123.0018138885498,135.00189781188965
On forks and fork characteristics in a Bitcoin-like.pdf,421.825 KB,467,Pass,1594461038715.5732,1594461038724.7334,1594461039290.706,565.9728050231934,575.1328468322754
On Sharding Permissioned Blockchains.pdf,293.600 KB,268,Pass,1594461039355.4243,1594461039361.3933,1594461039466.3923,104.99906539916992,110.96787452697754
OpBench- A CPU Performance Benchmark for Ethereum Smart Contract Operation Code.pdf,227.823 KB,839,Pass,1594461039505.9966,1594461039511.0266,1594461039857.9941,346.9674587249756,351.99737548828125
Optimizing RocksDB for Better Read Throughput in Blockchain Systems.pdf,1.598 MB,274,Pass,1594461039947.6245,1594461039973.6638,1594461040077.8547,104.19082641601562,130.23018836975098
Ownership Preserving AI Market Places Using Blockchain.pdf,5.673 MB,586,Pass,1594461040102.8555,1594461040174.8545,1594461040419.8547,245.00012397766113,316.9991970062256
Performance Analysis of a Hyperledger Fabric Blockchain Framework- Throughput| Latency and Scalability.pdf,980.634 KB,298,Pass,1594461040460.8533,1594461040476.8545,1594461040594.885,118.03054809570312,134.0317726135254
Performance Analysis of the Libra Blockchain- An Experimental Study.pdf,353.191 KB,505,Pass,1594461040609.887,1594461040618.8525,1594461041491.8528,873.0001449584961,881.9658756256104
Privacy-Preserving and Efficient Multi-Keyword Search over Encrypted Data on Blockchain.pdf,156.991 KB,408,Pass,1594461041515.8906,1594461041520.8562,1594461041764.8823,244.02618408203125,248.9917278289795
Privacy-Protected Blockchain System.pdf,213.884 KB,231,Pass,1594461041810.5518,1594461041815.5198,1594461042009.5183,193.9985752105713,198.96674156188965
Probabilistic Blockchains A Blockchain Paradigm for Collaborative Decision-Making.pdf,3.605 MB,485,Pass,1594461042031.546,1594461042079.522,1594461042732.5562,653.0342102050781,701.0102272033691
Process-Based Composition of Permissioned and Permissionless Blockchain Smart Contracts.pdf,442.596 KB,593,Pass,1594461042789.544,1594461042797.554,1594461043304.554,506.9999694824219,515.0101184844971
Proof-of-Property - A Lightweight and Scalable Blockchain Protocol.pdf,288.701 KB,260,Pass,1594461043379.748,1594461043387.6665,1594461044033.645,645.9784507751465,653.8968086242676
Properties of the Tangle for uniform random and random walk tip selection.pdf,957.912 KB,630,Pass,1594461044056.7,1594461044069.6704,1594461050276.1006,6206.430196762085,6219.400644302368
Proteus- A Scalable BFT Consensus Protocol for Blockchains.pdf,124.221 KB,320,Pass,1594461050328.1482,1594461050332.0557,1594461050515.0632,183.00771713256836,186.91515922546387
Prototype of Blockchain in Dental care service application based on Hyperledger Composer in Hyperledger Fabric framework.pdf,742.100 KB,178,Pass,1594461050537.0999,1594461050548.0925,1594461050713.0654,164.97278213500977,175.9655475616455
