PdfFileName,FileSize,SentenceNums,Status,OpenFileTS, StartCheckTS, EndCheckTS, CheckTime(ms), TotalTime(ms), 
A Reputation Management Framework for Knowledge-Based and Probabilistic Blockchains.pdf,809.709 KB,32,Pass,1594460683480.2085,1594460683492.1497,1594460683864.1184,371.96874618530273,383.9099407196045
A Response to the United Nations CITES Blockchain Challenge Incremental and Integrative PoA-based Permit Exchange.pdf,198.754 KB,668,Pass,1594460683899.5254,1594460683904.52,1594460684362.0334,457.51333236694336,462.507963180542
A Review on Benefits of IoT Integrated Blockchain based Supply Chain Management Implementations across Different Sectors with Case Study.pdf,3.137 MB,138,Pass,1594460684395.1094,1594460684434.071,1594460684659.0405,224.96938705444336,263.9310359954834
A Scalable and Extensible Blockchain Architecture.pdf,691.778 KB,169,Pass,1594460684681.3545,1594460684696.3342,1594460684886.1448,189.81075286865234,204.7903537750244
A Security Reference Architecture for Blockchains.pdf,179.312 KB,769,Pass,1594460684912.7063,1594460684917.9294,1594460685319.2886,401.35908126831055,406.5821170806885
A Small Java Application for Learning Blockchain.pdf,375.458 KB,231,Pass,1594460685346.369,1594460685354.3242,1594460685534.3477,180.0234317779541,187.97898292541504
A Study on Hybrid Blockchain-based XGS (XOR Global State) Injection Technology for Efficient Contents Modification and Deletion.pdf,246.121 KB,232,Pass,1594460685633.266,1594460685638.2583,1594460685822.2346,183.976411819458,188.96842002868652
A Theoretical Model for Fork Analysis in the Bitcoin Network.pdf,562.666 KB,452,Pass,1594460685843.119,1594460685853.1304,1594460686106.8381,253.7078857421875,263.7193202972412
A Vademecum on Blockchain Technologies- When| Which| and How.pdf,3.469 MB,3632,Pass,1594460686182.9324,1594460686223.9587,1594460692252.025,6028.066158294678,6069.092512130737
A Video Surveillance System Based on Permissioned Blockchains and Edge Computing.pdf,566.405 KB,278,Pass,1594460692281.0537,1594460692291.0227,1594460692808.871,517.8482532501221,527.8172492980957
Access Control for Electronic Health Records with Hybrid Blockchain-Edge Architecture.pdf,1.008 MB,412,Pass,1594460692840.3533,1594460692854.4082,1594460693291.3752,436.9668960571289,451.0219097137451
Adaptation of Proof-of-Stake-based Blockchains for IoT Data Streams.pdf,290.257 KB,100,Pass,1594460693327.3762,1594460693335.3735,1594460693407.374,72.00050354003906,79.99801635742188
AI Blockchain Platform for Trusting News.pdf,401.898 KB,465,Pass,1594460693423.7058,1594460693435.7769,1594460693900.7156,464.9386405944824,477.00977325439453
Air Gapped Wallet Schemes and Private Key Leakage in Permissioned Blockchain Platforms.pdf,157.424 KB,260,Pass,1594460693919.89,1594460693924.755,1594460694060.7283,135.97345352172852,140.8383846282959
Airdrops and Privacy A Case Study in Cross-Blockchain Analysis.pdf,809.827 KB,388,Pass,1594460694130.3057,1594460694143.1445,1594460694343.1094,199.9647617340088,212.80360221862793
An Access Control Model and Its Application in Blockchain.pdf,377.707 KB,209,Pass,1594460694437.2202,1594460694445.185,1594460694634.1567,188.97175788879395,196.93660736083984
An Efficient Miner Strategy for Selecting Cryptocurrency Transactions.pdf,742.386 KB,460,Pass,1594460694710.0532,1594460694725.0588,1594460695003.0283,277.9695987701416,292.97518730163574
Analysis of Data Management in Blockchain-Based Systems- From Architecture to Governance.pdf,6.207 MB,1106,Pass,1594460695072.0981,1594460695147.1116,1594460695570.128,423.0163097381592,498.0297088623047
Analysis of the Possibilities for Improvement of BlockChain Technology.pdf,323.784 KB,250,Pass,1594460695632.4966,1594460695640.5125,1594460695903.4834,262.9709243774414,270.98679542541504
ArtChain- Blockchain-Enabled Platform for Art Marketplace.pdf,514.683 KB,458,Pass,1594460695955.5586,1594460695964.581,1594460696229.302,264.7209167480469,273.7433910369873
Attack Surface Analysis of Permissioned Blockchain Platforms for Smart Cities.pdf,287.549 KB,392,Pass,1594460696254.235,1594460696260.2617,1594460696422.2346,161.9727611541748,167.9995059967041
Aurora- a robust and trustless verification and synchronization algorithm for distributed ledgers.pdf,500.439 KB,416,Pass,1594460696440.114,1594460696449.939,1594460696699.9446,250.00548362731934,259.8304748535156
Automatic Information Disclosure with Value Chains Based on Blockchain Technology.pdf,4.082 MB,211,Pass,1594460696715.9148,1594460696766.9434,1594460697056.9084,289.9649143218994,340.99364280700684
BeaconBlocks Augmenting Proof-of-Stake with.pdf,342.108 KB,497,Pass,1594460697085.8103,1594460697092.7993,1594460697747.7986,654.9992561340332,661.9882583618164
Bitcoin Blockchain Transactions Visualization.pdf,864.735 KB,390,Pass,1594460697769.7993,1594460697782.832,1594460698269.328,486.4957332611084,499.5286464691162
Bitcoin Mining with Transaction Fees A Game on the Block Size.pdf,7.467 MB,778,Pass,1594460698292.362,1594460698391.3599,1594460699137.3284,745.9685802459717,844.9664115905762
Bitcoin Options Pricing Using LSTM-Based Prediction Model and Blockchain Statistics.pdf,1.662 MB,51,Pass,1594460699177.3352,1594460699200.3584,1594460699826.493,626.1346340179443,649.1577625274658
BlendMAS- A Blockchain-Enabled Decentralized Microservices Architecture for Smart Public Safety.pdf,719.011 KB,527,Pass,1594460699850.322,1594460699861.3516,1594460700066.3179,204.96630668640137,215.99578857421875
Blockchain Access Privacy- Challenges and Directions.pdf,2.202 MB,279,Pass,1594460700102.595,1594460700130.6455,1594460700479.6162,348.9706516265869,377.02107429504395
Blockchain and the Internet of Things in the Industrial Sector.pdf,294.546 KB,76,Pass,1594460700530.0237,1594460700537.177,1594460700639.3435,102.16641426086426,109.31992530822754
Blockchain Art and Blockchain Facilitated Art Economy- Two Ways in Which Art and Blockchain Collide.pdf,805.106 KB,42,Pass,1594460700703.0867,1594460700714.1304,1594460700867.1025,152.97222137451172,164.0160083770752
Blockchain Based Aadhaar.pdf,265.590 KB,273,Pass,1594460700882.89,1594460700888.8809,1594460701144.8816,256.0005187988281,261.9915008544922
Blockchain Dividing Based on Node Community Clustering in Intelligent Manufacturing CPS.pdf,256.570 KB,406,Pass,1594460701160.8823,1594460701168.9111,1594460702004.2434,835.3321552276611,843.3611392974854
Blockchain Enabled Distributed Data Management - A Vision.pdf,199.252 KB,233,Pass,1594460702055.598,1594460702061.1096,1594460702217.24,156.13055229187012,161.64207458496094
Blockchain Explorer based on RPC-based Monitoring System.pdf,74.845 KB,182,Pass,1594460702283.03,1594460702286.2825,1594460702386.2922,100.00967979431152,103.26218605041504
Blockchain Games A Survey.pdf,1.413 MB,442,Pass,1594460702461.6145,1594460702479.6213,1594460702696.0015,216.38011932373047,234.38692092895508
Blockchain Implementation Assessment Framework| Case Study of IoT LPWA Licensing in Indonesia.pdf,402.742 KB,208,Pass,1594460702763.866,1594460702771.4724,1594460702970.4717,198.99916648864746,206.6056728363037
Blockchain Implementation for Analysis of Carbon Footprint across Food Supply Chain.pdf,901.162 KB,415,Pass,1594460703026.974,1594460703039.8184,1594460703891.7905,851.9723415374756,864.816427230835
Blockchain IoT (BIoT)- A New Direction for Solving Internet of Things Security and Trust Issues.pdf,954.950 KB,142,Pass,1594460703913.1318,1594460703929.1287,1594460704084.131,155.00235557556152,170.99928855895996
Blockchain Platform for Internet of Things.pdf,1.102 MB,312,Pass,1594460704160.162,1594460704175.1116,1594460704395.082,219.9704647064209,234.91978645324707
Blockchain Privacy Protection Scheme Based on Aggregate Signature.pdf,2.987 MB,170,Pass,1594460704444.5127,1594460704481.522,1594460704865.524,384.0017318725586,421.01120948791504
Blockchain Technologies- The Foreseeable Impact on Society and Industry.pdf,3.106 MB,463,Pass,1594460704897.575,1594460704938.5417,1594460705808.5427,870.0010776519775,910.9678268432617
Blockchain Technology Applied in Health The Study of Blockchain Application in the Health System (II).pdf,294.889 KB,90,Pass,1594460705840.5715,1594460705846.5718,1594460706006.5425,159.97076034545898,165.9708023071289
Blockchain Technology for e-Marketplace.pdf,117.774 KB,164,Pass,1594460706052.5537,1594460706056.2793,1594460706159.0266,102.74744033813477,106.47296905517578
Blockchain Technology Practical P2P Computing (Tutorial).pdf,48.872 KB,95,Pass,1594460706201.782,1594460706204.727,1594460706311.9,107.17296600341797,110.11791229248047
Blockchain-Based Charging Coordination Mechanism for Smart Grid Energy Storage Units.pdf,555.342 KB,427,Pass,1594460706339.3608,1594460706349.175,1594460706641.1165,291.94140434265137,301.755428314209
Blockchain-based e-Vote-as-a-Service.pdf,151.111 KB,238,Pass,1594460706704.9026,1594460706709.852,1594460706919.8516,209.99956130981445,214.9488925933838
Blockchain-Based Intelligent Network Management for 5G and Beyond.pdf,152.874 KB,211,Pass,1594460706974.8503,1594460706977.851,1594460707199.8552,222.00417518615723,225.0049114227295
Blockchain-Based Management of Video Surveillance Systems.pdf,159.504 KB,137,Pass,1594460707247.9702,1594460707254.9714,1594460707334.9678,79.99634742736816,86.99774742126465
Blockchain-Based Privacy-Preserving.pdf,120.296 KB,204,Pass,1594460707370.45,1594460707374.4202,1594460707558.4207,184.00049209594727,187.97063827514648
Blockchain-Based Real Estate Market- One Method for Applying Blockchain Technology in Commercial Real Estate Market.pdf,551.112 KB,365,Pass,1594460707636.671,1594460707645.6836,1594460708120.7666,475.0831127166748,484.09581184387207
Blockchain-based secure distributed control for software defined optical networking.pdf,993.632 KB,433,Pass,1594460708205.0544,1594460708218.8486,1594460708969.2993,750.450611114502,764.244794845581
Blockchain-inspired Framework for Runtime Verification of IoT Ecosystem Task Fulfillment.pdf,456.062 KB,363,Pass,1594460709016.0635,1594460709025.071,1594460709402.0364,376.9652843475342,385.9729766845703
Blockchain’s Future Role in Cybersecurity.Analysis of Defensive and Offensive Potential Leveraging Blockchain-Based Platforms.pdf,342.834 KB,22,Pass,1594460709477.4668,1594460709485.4673,1594460709798.4958,313.02857398986816,321.0289478302002
BlockIPFS - Blockchain-Enabled Interplanetary File System for Forensic and Trusted Data Traceability.pdf,805.731 KB,388,Pass,1594460709881.258,1594460709892.2915,1594460710170.9702,278.67865562438965,289.71219062805176
BlockSIM- A practical simulation tool for optimal network design| stability and planning.pdf,157.304 KB,251,Pass,1594460710234.955,1594460710238.9434,1594460710417.9255,178.98225784301758,182.97052383422852
BlockSim- Blockchain Simulator.pdf,623.424 KB,547,Pass,1594460710488.9802,1594460710499.923,1594460710713.9475,214.02454376220703,224.96724128723145
BlockV- A Blockchain Enabled Peer-Peer Ride Sharing Service.pdf,4.791 MB,508,Pass,1594460710755.5835,1594460710817.6199,1594460711214.6094,396.9895839691162,459.0258598327637
BlockZoom- Large-Scale Blockchain Testbed.pdf,78.799 KB,136,Pass,1594460711234.595,1594460711238.6118,1594460711327.6091,88.99712562561035,93.01400184631348
BoR- Toward High-Performance Permissioned Blockchain in RDMA-Enabled Network.pdf,2.348 MB,1071,Pass,1594460711353.8613,1594460711384.8281,1594460716803.5308,5418.702602386475,5449.669361114502
Cascading Machine Learning to Attack Bitcoin Anonymity.pdf,311.496 KB,566,Pass,1594460716879.3728,1594460716885.6716,1594460717641.0015,755.3298473358154,761.6286277770996
ChainSplitter- Towards Blockchain-Based Industrial IoT Architecture for Supporting Hierarchical Storage.pdf,476.960 KB,711,Pass,1594460717697.4077,1594460717706.5298,1594460717955.4006,248.870849609375,257.9929828643799
Contract-based Approach for Security Deposit in Blockchain Networks with Shards.pdf,310.859 KB,401,Pass,1594460717987.0596,1594460717993.7068,1594460718343.7068,350.00014305114746,356.647253036499
Converging Blockchain and Machine Learning for Healthcare.pdf,80.107 KB,169,Pass,1594460718367.7185,1594460718371.7058,1594460718496.7075,125.00166893005371,128.98898124694824
Cybersecurity in the Blockchain Era.pdf,1.419 MB,278,Pass,1594460718514.7153,1594460718536.7065,1594460719091.707,555.0005435943604,576.9915580749512
DaiMoN A Decentralized Artificial Intelligence Model Network.pdf,357.964 KB,524,Pass,1594460719168.2598,1594460719175.17,1594460724198.2708,5023.100852966309,5030.010938644409
Data Mining-based Ethereum Fraud Detection.pdf,299.974 KB,524,Pass,1594460724269.2334,1594460724276.2341,1594460724503.7852,227.55098342895508,234.55166816711426
Decentralized and Collaborative AI on Blockchain.pdf,244.562 KB,508,Pass,1594460724573.3142,1594460724578.3179,1594460724889.3381,311.0201358795166,316.0238265991211
Demo Abstract An Interoperable Avatar Framework.pdf,607.674 KB,95,Pass,1594460724946.4487,1594460724961.4487,1594460725066.4531,105.00454902648926,120.00441551208496
Demo Blockchain for the Simplification and Automation of KYC Result Sharing.pdf,57.851 KB,140,Pass,1594460725127.451,1594460725132.4636,1594460725224.451,91.98713302612305,96.9998836517334
Design of Anomaly Detection and Visualization Tool for IoT Blockchain.pdf,219.338 KB,80,Pass,1594460725286.512,1594460725292.449,1594460725488.4766,196.0275173187256,201.9646167755127
Detection of Blockchain Transactions Used in Blockchain Mixer of Coin Join Type.pdf,848.862 KB,130,Pass,1594460725515.486,1594460725533.4558,1594460725708.4731,175.0173568725586,192.98720359802246
Detection of Tampered Images Using Blockchain Technology.pdf,89.993 KB,164,Pass,1594460725728.4893,1594460725731.4504,1594460725867.4521,136.0018253326416,138.962984085083
Deterministic Sub-Wallet for Cryptocurrencies.pdf,5.012 MB,338,Pass,1594460725891.9778,1594460725953.0166,1594460726347.988,394.9716091156006,456.0103416442871
Develop Leave Application using Blockchain Smart Contract.pdf,215.652 KB,149,Pass,1594460726376.9888,1594460726383.023,1594460726459.989,76.9660472869873,83.00042152404785
Deviant A Mutation Testing Tool for Solidity Smart Contracts.pdf,550.944 KB,379,Pass,1594460726484.7466,1594460726493.7092,1594460726696.0322,202.32295989990234,211.28559112548828
Distributed Authority Management Method Based on Blockchains.pdf,184.760 KB,304,Pass,1594460726724.4624,1594460726729.4531,1594460726918.4534,189.00036811828613,193.99094581604004
Economic Analysis of Blockchain Technology on Digital Platform Market.pdf,769.837 KB,437,Pass,1594460726945.5193,1594460726956.5305,1594460728910.5308,1954.0002346038818,1965.0115966796875
Edge Computing and Caching based Blockchain IoT Network.pdf,1.556 MB,109,Pass,1594460728933.4116,1594460728953.4531,1594460729042.753,89.29991722106934,109.34138298034668
EduCoin a Secure and Efficient Payment Solution for MOOC Environment.pdf,240.260 KB,367,Pass,1594460729111.7356,1594460729117.7239,1594460729435.694,317.97003746032715,323.9583969116211
Effective Scheme against 51% Attack on Proof-of-Work Blockchain with History Weighted Information.pdf,112.377 KB,799,Pass,1594460729487.3123,1594460729491.28,1594460729653.3103,162.03022003173828,165.99798202514648
Endorsement in Hyperledger Fabric.pdf,255.277 KB,582,Pass,1594460729695.3188,1594460729702.3127,1594460729943.2795,240.966796875,247.96056747436523
Energy Comparison of Blockchain Platforms for Internet of Things.pdf,114.552 KB,422,Pass,1594460729965.3093,1594460729969.2766,1594460730114.309,145.03240585327148,148.99969100952148
Enhancing Blockchain Traceability with DAG-Based Tokens.pdf,571.591 KB,440,Pass,1594460730153.279,1594460730162.311,1594460730640.2773,477.96630859375,486.9983196258545
Ensuring Genuineness for Selectively Disclosed Confidential Data Using Distributed Ledgers Applications to Rail Wayside Monitoring.pdf,533.648 KB,334,Pass,1594460730713.5227,1594460730722.5269,1594460731018.534,296.0071563720703,305.0112724304199
EUREKA - A Minimal Operational Prototype of a Blockchain-based Rating and Publishing System.pdf,114.679 KB,107,Pass,1594460731123.766,1594460731127.8228,1594460731278.7876,150.96473693847656,155.02142906188965
Evaluating the Impact of Network Latency on the Safety of Blockchain Transactions.pdf,613.652 KB,480,Pass,1594460731346.475,1594460731357.4854,1594460733925.5493,2568.063974380493,2579.0741443634033
E^2 C-Chain- A Two-Stage Incentive Education Employment and Skill Certification Blockchain.pdf,966.138 KB,536,Pass,1594460733948.3687,1594460733961.4004,1594460736400.3254,2438.925266265869,2451.9569873809814
FastChain- Scaling Blockchain System with Informed Neighbor Selection.pdf,625.303 KB,505,Pass,1594460736426.3289,1594460736437.3591,1594460736731.3274,293.96820068359375,304.99839782714844
Fork Rate-based Analysis of the Longest Chain Growth Time Interval of a PoW Blockchain.pdf,566.647 KB,449,Pass,1594460736826.0374,1594460736835.0325,1594460737097.0085,261.9760036468506,270.97105979919434
Formal Verification of Smart Contracts using Interface Automata.pdf,246.124 KB,461,Pass,1594460737181.39,1594460737188.1306,1594460737363.1304,174.99971389770508,181.74052238464355
From Oracles to Trustworthy Data On-chaining Systems.pdf,629.771 KB,460,Pass,1594460737386.9272,1594460737396.7715,1594460737600.7446,203.97329330444336,213.81759643554688
Graph-Based Computing Resource Allocation for Mobile Blockchain.pdf,115.798 KB,173,Pass,1594460737658.5361,1594460737662.5222,1594460737772.5325,110.01014709472656,113.99626731872559
Groupchain Towards a Scalable Public Blockchain in Fog Computing of IoT Services Computing.pdf,2.579 MB,873,Pass,1594460737793.5408,1594460737827.5042,1594460738238.5002,410.9961986541748,444.9596405029297
HaBiTs Blockchain-based Telesurgery Framework for Healthcare 4.0.pdf,797.449 KB,339,Pass,1594460738294.09,1594460738306.1323,1594460738482.1084,175.97603797912598,188.0183219909668
How Much Blockchain Do You Need Towards a Concept for Building Hybrid DApp Architectures.pdf,489.706 KB,244,Pass,1594460738540.0999,1594460738548.1326,1594460738704.098,155.96532821655273,163.99812698364258
Hybrid Blockchain Design for Privacy Preserving Crowdsourcing Platform.pdf,231.866 KB,523,Pass,1594460738779.3862,1594460738785.3794,1594460739065.3425,279.96301651000977,285.95614433288574
IBFT Liveness Analysis.pdf,140.334 KB,337,Pass,1594460739129.3796,1594460739135.3733,1594460739405.3718,269.99855041503906,275.99215507507324
Initial Public Offering (IPO) on Permissioned Blockchain Using Secure Multiparty Computation.pdf,832.522 KB,487,Pass,1594460739466.3433,1594460739479.341,1594460739711.3438,232.00273513793945,245.00060081481934
Integration of Blockchain and IoT in Satellite Monitoring Process.pdf,3.280 MB,164,Pass,1594460739767.0293,1594460739813.0461,1594460740167.2385,354.19225692749023,400.2091884613037
Integration of Blockchains with Management Information Systems.pdf,2.249 MB,399,Pass,1594460740196.4673,1594460740225.4565,1594460740390.463,165.0063991546631,193.99547576904297
Integration of Fog Computing and Blockchain Technology Using the Plasma Framework.pdf,113.870 KB,271,Pass,1594460740418.4697,1594460740422.43,1594460740830.4285,407.99832344055176,411.9586944580078
Internet of Things based Blockchain Key Management.pdf,1.502 MB,202,Pass,1594460740883.8074,1594460740902.8508,1594460741117.9045,215.05355834960938,234.09700393676758
Lockless Transaction Isolation in Hyperledger Fabric.pdf,291.021 KB,497,Pass,1594460741197.6538,1594460741204.389,1594460741395.418,191.02907180786133,197.76415824890137
Medusa Blockchain Powered Log Storage System.pdf,375.049 KB,203,Pass,1594460741416.136,1594460741423.132,1594460741705.1047,281.97264671325684,288.9688014984131
Micro-Accreditation for Matching Employer e-Hire Needs.pdf,614.423 KB,292,Pass,1594460741758.899,1594460741771.932,1594460742038.9124,266.9804096221924,280.0133228302002
Modeling of Blockchain Based Systems Using Queuing Theory Simulation.pdf,3.647 MB,99,Pass,1594460742083.8977,1594460742128.932,1594460742493.898,364.96591567993164,410.0003242492676
NEO Smart Contract for Drought-Based Insurance.pdf,160.918 KB,242,Pass,1594460742512.8972,1594460742519.8987,1594460742701.8972,181.99849128723145,188.99989128112793
New Mathematical Model to Analyze Security of Sharding-Based Blockchain Protocols.pdf,4.289 MB,561,Pass,1594460742731.5425,1594460742784.5374,1594460743085.5303,300.9929656982422,353.9876937866211
Next Generation Blockchain Network (NGBN).pdf,550.520 KB,185,Pass,1594460743154.1274,1594460743164.1587,1594460743316.127,151.96847915649414,161.99970245361328
NutBaaS- A Blockchain-as-a-Service Platform.pdf,4.642 MB,719,Pass,1594460743337.1272,1594460743394.154,1594460743676.6025,282.44853019714355,339.4753932952881
oDAG- An Efficient and Compacted DAG-Based Blockchain Protocol.pdf,1.738 MB,233,Pass,1594460743741.4988,1594460743767.499,1594460744003.4077,235.90874671936035,261.90900802612305
On Comparing Software Quality Metrics of Traditional vs Blockchain-Oriented Software An Empirical Study.pdf,867.746 KB,388,Pass,1594460744049.5935,1594460744061.6233,1594460744208.5935,146.97027206420898,159.00015830993652
On forks and fork characteristics in a Bitcoin-like.pdf,421.825 KB,467,Pass,1594460744238.6277,1594460744245.5972,1594460744873.5947,627.997636795044,634.9670886993408
On Sharding Permissioned Blockchains.pdf,293.600 KB,268,Pass,1594460744897.237,1594460744903.2278,1594460745049.23,146.00205421447754,151.9927978515625
OpBench- A CPU Performance Benchmark for Ethereum Smart Contract Operation Code.pdf,227.823 KB,839,Pass,1594460745069.2332,1594460745074.2576,1594460745457.2456,382.98797607421875,388.0124092102051
Optimizing RocksDB for Better Read Throughput in Blockchain Systems.pdf,1.598 MB,274,Pass,1594460745505.1497,1594460745530.1492,1594460745663.1855,133.03637504577637,158.0359935760498
Ownership Preserving AI Market Places Using Blockchain.pdf,5.673 MB,586,Pass,1594460745744.9622,1594460745812.9702,1594460746098.9993,286.0291004180908,354.0370464324951
Performance Analysis of a Hyperledger Fabric Blockchain Framework- Throughput| Latency and Scalability.pdf,980.634 KB,298,Pass,1594460746171.6143,1594460746185.6091,1594460746322.5657,136.95645332336426,150.95138549804688
Performance Analysis of the Libra Blockchain- An Experimental Study.pdf,353.191 KB,505,Pass,1594460746386.7769,1594460746393.6104,1594460747309.657,916.0468578338623,922.8801727294922
Privacy-Preserving and Efficient Multi-Keyword Search over Encrypted Data on Blockchain.pdf,156.991 KB,408,Pass,1594460747351.6812,1594460747356.7446,1594460747605.8992,249.15456771850586,254.21786308288574
Privacy-Protected Blockchain System.pdf,213.884 KB,231,Pass,1594460747629.902,1594460747634.9297,1594460747864.8994,229.96973991394043,234.99727249145508
Probabilistic Blockchains A Blockchain Paradigm for Collaborative Decision-Making.pdf,3.605 MB,485,Pass,1594460747886.9023,1594460747935.935,1594460748630.9001,694.965124130249,743.9978122711182
Process-Based Composition of Permissioned and Permissionless Blockchain Smart Contracts.pdf,442.596 KB,593,Pass,1594460748713.9023,1594460748721.497,1594460749330.4973,609.0002059936523,616.5950298309326
Proof-of-Property - A Lightweight and Scalable Blockchain Protocol.pdf,288.701 KB,260,Pass,1594460749359.9895,1594460749366.9563,1594460750057.9773,691.0209655761719,697.9877948760986
Properties of the Tangle for uniform random and random walk tip selection.pdf,957.912 KB,630,Pass,1594460750106.9673,1594460750120.9556,1594460756575.9812,6455.025672912598,6469.013929367065
Proteus- A Scalable BFT Consensus Protocol for Blockchains.pdf,124.221 KB,320,Pass,1594460756632.798,1594460756636.8164,1594460756876.6584,239.84193801879883,243.86024475097656
